DAY_DATE,YEAR,MONTH,MONTH_NAME,DAY_OF_MON,DAY_OF_WEEK,WEEK_OF_YEAR,DAY_OF_YEAR
2005-08-05,2005,8,Aug,5,5,31,217
2005-08-06,2005,8,Aug,6,6,31,218
2005-08-07,2005,8,Aug,7,0,31,219
2005-08-08,2005,8,Aug,8,1,32,220
2005-08-09,2005,8,Aug,9,2,32,221
2005-08-10,2005,8,Aug,10,3,32,222
2005-08-11,2005,8,Aug,11,4,32,223
2005-08-12,2005,8,Aug,12,5,32,224
2005-08-13,2005,8,Aug,13,6,32,225
2005-08-14,2005,8,Aug,14,0,32,226
2005-08-15,2005,8,Aug,15,1,33,227
2005-08-16,2005,8,Aug,16,2,33,228
2005-08-17,2005,8,Aug,17,3,33,229
2005-08-18,2005,8,Aug,18,4,33,230
2005-08-19,2005,8,Aug,19,5,33,231
2005-08-20,2005,8,Aug,20,6,33,232
2005-08-21,2005,8,Aug,21,0,33,233
2005-08-22,2005,8,Aug,22,1,34,234
2005-08-23,2005,8,Aug,23,2,34,235
2005-08-24,2005,8,Aug,24,3,34,236
2005-08-25,2005,8,Aug,25,4,34,237
2005-08-26,2005,8,Aug,26,5,34,238
2005-08-27,2005,8,Aug,27,6,34,239
2005-08-28,2005,8,Aug,28,0,34,240
2005-08-29,2005,8,Aug,29,1,35,241
2005-08-30,2005,8,Aug,30,2,35,242
2005-08-31,2005,8,Aug,31,3,35,243
2005-09-01,2005,9,Sep,1,4,35,244
2005-09-02,2005,9,Sep,2,5,35,245
2005-09-03,2005,9,Sep,3,6,35,246
2005-09-04,2005,9,Sep,4,0,35,247
2005-09-05,2005,9,Sep,5,1,36,248
2005-09-06,2005,9,Sep,6,2,36,249
2005-09-07,2005,9,Sep,7,3,36,250
2005-09-08,2005,9,Sep,8,4,36,251
2005-09-09,2005,9,Sep,9,5,36,252
2005-09-10,2005,9,Sep,10,6,36,253
2005-09-11,2005,9,Sep,11,0,36,254
2005-09-12,2005,9,Sep,12,1,37,255
2005-09-13,2005,9,Sep,13,2,37,256
2005-09-14,2005,9,Sep,14,3,37,257
2005-09-15,2005,9,Sep,15,4,37,258
2005-09-16,2005,9,Sep,16,5,37,259
2005-09-17,2005,9,Sep,17,6,37,260
2005-09-18,2005,9,Sep,18,0,37,261
2005-09-19,2005,9,Sep,19,1,38,262
2005-09-20,2005,9,Sep,20,2,38,263
2005-09-21,2005,9,Sep,21,3,38,264
2005-09-22,2005,9,Sep,22,4,38,265
2005-09-23,2005,9,Sep,23,5,38,266
2005-09-24,2005,9,Sep,24,6,38,267
2005-09-25,2005,9,Sep,25,0,38,268
2005-09-26,2005,9,Sep,26,1,39,269
2005-09-27,2005,9,Sep,27,2,39,270
2005-09-28,2005,9,Sep,28,3,39,271
2005-09-29,2005,9,Sep,29,4,39,272
2005-09-30,2005,9,Sep,30,5,39,273
2005-10-01,2005,10,Oct,1,6,39,274
2005-10-02,2005,10,Oct,2,0,39,275
2005-10-03,2005,10,Oct,3,1,40,276
2005-10-04,2005,10,Oct,4,2,40,277
2005-10-05,2005,10,Oct,5,3,40,278
2005-10-06,2005,10,Oct,6,4,40,279
2005-10-07,2005,10,Oct,7,5,40,280
2005-10-08,2005,10,Oct,8,6,40,281
2005-10-09,2005,10,Oct,9,0,40,282
2005-10-10,2005,10,Oct,10,1,41,283
2005-10-11,2005,10,Oct,11,2,41,284
2005-10-12,2005,10,Oct,12,3,41,285
2005-10-13,2005,10,Oct,13,4,41,286
2005-10-14,2005,10,Oct,14,5,41,287
2005-10-15,2005,10,Oct,15,6,41,288
2005-10-16,2005,10,Oct,16,0,41,289
2005-10-17,2005,10,Oct,17,1,42,290
2005-10-18,2005,10,Oct,18,2,42,291
2005-10-19,2005,10,Oct,19,3,42,292
2005-10-20,2005,10,Oct,20,4,42,293
2005-10-21,2005,10,Oct,21,5,42,294
2005-10-22,2005,10,Oct,22,6,42,295
2005-10-23,2005,10,Oct,23,0,42,296
2005-10-24,2005,10,Oct,24,1,43,297
2005-10-25,2005,10,Oct,25,2,43,298
2005-10-26,2005,10,Oct,26,3,43,299
2005-10-27,2005,10,Oct,27,4,43,300
2005-10-28,2005,10,Oct,28,5,43,301
2005-10-29,2005,10,Oct,29,6,43,302
2005-10-30,2005,10,Oct,30,0,43,303
2005-10-31,2005,10,Oct,31,1,44,304
2005-11-01,2005,11,Nov,1,2,44,305
2005-11-02,2005,11,Nov,2,3,44,306
2005-11-03,2005,11,Nov,3,4,44,307
2005-11-04,2005,11,Nov,4,5,44,308
2005-11-05,2005,11,Nov,5,6,44,309
2005-11-06,2005,11,Nov,6,0,44,310
2005-11-07,2005,11,Nov,7,1,45,311
2005-11-08,2005,11,Nov,8,2,45,312
2005-11-09,2005,11,Nov,9,3,45,313
2005-11-10,2005,11,Nov,10,4,45,314
2005-11-11,2005,11,Nov,11,5,45,315
2005-11-12,2005,11,Nov,12,6,45,316
2005-11-13,2005,11,Nov,13,0,45,317
2005-11-14,2005,11,Nov,14,1,46,318
2005-11-15,2005,11,Nov,15,2,46,319
2005-11-16,2005,11,Nov,16,3,46,320
2005-11-17,2005,11,Nov,17,4,46,321
2005-11-18,2005,11,Nov,18,5,46,322
2005-11-19,2005,11,Nov,19,6,46,323
2005-11-20,2005,11,Nov,20,0,46,324
2005-11-21,2005,11,Nov,21,1,47,325
2005-11-22,2005,11,Nov,22,2,47,326
2005-11-23,2005,11,Nov,23,3,47,327
2005-11-24,2005,11,Nov,24,4,47,328
2005-11-25,2005,11,Nov,25,5,47,329
2005-11-26,2005,11,Nov,26,6,47,330
2005-11-27,2005,11,Nov,27,0,47,331
2005-11-28,2005,11,Nov,28,1,48,332
2005-11-29,2005,11,Nov,29,2,48,333
2005-11-30,2005,11,Nov,30,3,48,334
2005-12-01,2005,12,Dec,1,4,48,335
2005-12-02,2005,12,Dec,2,5,48,336
2005-12-03,2005,12,Dec,3,6,48,337
2005-12-04,2005,12,Dec,4,0,48,338
2005-12-05,2005,12,Dec,5,1,49,339
2005-12-06,2005,12,Dec,6,2,49,340
2005-12-07,2005,12,Dec,7,3,49,341
2005-12-08,2005,12,Dec,8,4,49,342
2005-12-09,2005,12,Dec,9,5,49,343
2005-12-10,2005,12,Dec,10,6,49,344
2005-12-11,2005,12,Dec,11,0,49,345
2005-12-12,2005,12,Dec,12,1,50,346
2005-12-13,2005,12,Dec,13,2,50,347
2005-12-14,2005,12,Dec,14,3,50,348
2005-12-15,2005,12,Dec,15,4,50,349
2005-12-16,2005,12,Dec,16,5,50,350
2005-12-17,2005,12,Dec,17,6,50,351
2005-12-18,2005,12,Dec,18,0,50,352
2005-12-19,2005,12,Dec,19,1,51,353
2005-12-20,2005,12,Dec,20,2,51,354
2005-12-21,2005,12,Dec,21,3,51,355
2005-12-22,2005,12,Dec,22,4,51,356
2005-12-23,2005,12,Dec,23,5,51,357
2005-12-24,2005,12,Dec,24,6,51,358
2005-12-25,2005,12,Dec,25,0,51,359
2005-12-26,2005,12,Dec,26,1,52,360
2005-12-27,2005,12,Dec,27,2,52,361
2005-12-28,2005,12,Dec,28,3,52,362
2005-12-29,2005,12,Dec,29,4,52,363
2005-12-30,2005,12,Dec,30,5,52,364
2005-12-31,2005,12,Dec,31,6,52,365
2006-01-01,2006,1,Jan,1,0,52,1
2006-01-02,2006,1,Jan,2,1,1,2
2006-01-03,2006,1,Jan,3,2,1,3
2006-01-04,2006,1,Jan,4,3,1,4
2006-01-05,2006,1,Jan,5,4,1,5
2006-01-06,2006,1,Jan,6,5,1,6
2006-01-07,2006,1,Jan,7,6,1,7
2006-01-08,2006,1,Jan,8,0,1,8
2006-01-09,2006,1,Jan,9,1,2,9
2006-01-10,2006,1,Jan,10,2,2,10
2006-01-11,2006,1,Jan,11,3,2,11
2006-01-12,2006,1,Jan,12,4,2,12
2006-01-13,2006,1,Jan,13,5,2,13
2006-01-14,2006,1,Jan,14,6,2,14
2006-01-15,2006,1,Jan,15,0,2,15
2006-01-16,2006,1,Jan,16,1,3,16
2006-01-17,2006,1,Jan,17,2,3,17
2006-01-18,2006,1,Jan,18,3,3,18
2006-01-19,2006,1,Jan,19,4,3,19
2006-01-20,2006,1,Jan,20,5,3,20
2006-01-21,2006,1,Jan,21,6,3,21
2006-01-22,2006,1,Jan,22,0,3,22
2006-01-23,2006,1,Jan,23,1,4,23
2006-01-24,2006,1,Jan,24,2,4,24
2006-01-25,2006,1,Jan,25,3,4,25
2006-01-26,2006,1,Jan,26,4,4,26
2006-01-27,2006,1,Jan,27,5,4,27
2006-01-28,2006,1,Jan,28,6,4,28
2006-01-29,2006,1,Jan,29,0,4,29
2006-01-30,2006,1,Jan,30,1,5,30
2006-01-31,2006,1,Jan,31,2,5,31
2006-02-01,2006,2,Feb,1,3,5,32
2006-02-02,2006,2,Feb,2,4,5,33
2006-02-03,2006,2,Feb,3,5,5,34
2006-02-04,2006,2,Feb,4,6,5,35
2006-02-05,2006,2,Feb,5,0,5,36
2006-02-06,2006,2,Feb,6,1,6,37
2006-02-07,2006,2,Feb,7,2,6,38
2006-02-08,2006,2,Feb,8,3,6,39
2006-02-09,2006,2,Feb,9,4,6,40
2006-02-10,2006,2,Feb,10,5,6,41
2006-02-11,2006,2,Feb,11,6,6,42
2006-02-12,2006,2,Feb,12,0,6,43
2006-02-13,2006,2,Feb,13,1,7,44
2006-02-14,2006,2,Feb,14,2,7,45
2006-02-15,2006,2,Feb,15,3,7,46
2006-02-16,2006,2,Feb,16,4,7,47
2006-02-17,2006,2,Feb,17,5,7,48
2006-02-18,2006,2,Feb,18,6,7,49
2006-02-19,2006,2,Feb,19,0,7,50
2006-02-20,2006,2,Feb,20,1,8,51
2006-02-21,2006,2,Feb,21,2,8,52
2006-02-22,2006,2,Feb,22,3,8,53
2006-02-23,2006,2,Feb,23,4,8,54
2006-02-24,2006,2,Feb,24,5,8,55
2006-02-25,2006,2,Feb,25,6,8,56
2006-02-26,2006,2,Feb,26,0,8,57
2006-02-27,2006,2,Feb,27,1,9,58
2006-02-28,2006,2,Feb,28,2,9,59
2006-03-01,2006,3,Mar,1,3,9,60
2006-03-02,2006,3,Mar,2,4,9,61
2006-03-03,2006,3,Mar,3,5,9,62
2006-03-04,2006,3,Mar,4,6,9,63
2006-03-05,2006,3,Mar,5,0,9,64
2006-03-06,2006,3,Mar,6,1,10,65
2006-03-07,2006,3,Mar,7,2,10,66
2006-03-08,2006,3,Mar,8,3,10,67
2006-03-09,2006,3,Mar,9,4,10,68
2006-03-10,2006,3,Mar,10,5,10,69
2006-03-11,2006,3,Mar,11,6,10,70
2006-03-12,2006,3,Mar,12,0,10,71
2006-03-13,2006,3,Mar,13,1,11,72
2006-03-14,2006,3,Mar,14,2,11,73
2006-03-15,2006,3,Mar,15,3,11,74
2006-03-16,2006,3,Mar,16,4,11,75
2006-03-17,2006,3,Mar,17,5,11,76
2006-03-18,2006,3,Mar,18,6,11,77
2006-03-19,2006,3,Mar,19,0,11,78
2006-03-20,2006,3,Mar,20,1,12,79
2006-03-21,2006,3,Mar,21,2,12,80
2006-03-22,2006,3,Mar,22,3,12,81
2006-03-23,2006,3,Mar,23,4,12,82
2006-03-24,2006,3,Mar,24,5,12,83
2006-03-25,2006,3,Mar,25,6,12,84
2006-03-26,2006,3,Mar,26,0,12,85
2006-03-27,2006,3,Mar,27,1,13,86
2006-03-28,2006,3,Mar,28,2,13,87
2006-03-29,2006,3,Mar,29,3,13,88
2006-03-30,2006,3,Mar,30,4,13,89
2006-03-31,2006,3,Mar,31,5,13,90
2006-04-01,2006,4,Apr,1,6,13,91
2006-04-02,2006,4,Apr,2,0,13,92
2006-04-03,2006,4,Apr,3,1,14,93
2006-04-04,2006,4,Apr,4,2,14,94
2006-04-05,2006,4,Apr,5,3,14,95
2006-04-06,2006,4,Apr,6,4,14,96
2006-04-07,2006,4,Apr,7,5,14,97
2006-04-08,2006,4,Apr,8,6,14,98
2006-04-09,2006,4,Apr,9,0,14,99
2006-04-10,2006,4,Apr,10,1,15,100
2006-04-11,2006,4,Apr,11,2,15,101
2006-04-12,2006,4,Apr,12,3,15,102
2006-04-13,2006,4,Apr,13,4,15,103
2006-04-14,2006,4,Apr,14,5,15,104
2006-04-15,2006,4,Apr,15,6,15,105
2006-04-16,2006,4,Apr,16,0,15,106
2006-04-17,2006,4,Apr,17,1,16,107
2006-04-18,2006,4,Apr,18,2,16,108
2006-04-19,2006,4,Apr,19,3,16,109
2006-04-20,2006,4,Apr,20,4,16,110
2006-04-21,2006,4,Apr,21,5,16,111
2006-04-22,2006,4,Apr,22,6,16,112
2006-04-23,2006,4,Apr,23,0,16,113
2006-04-24,2006,4,Apr,24,1,17,114
2006-04-25,2006,4,Apr,25,2,17,115
2006-04-26,2006,4,Apr,26,3,17,116
2006-04-27,2006,4,Apr,27,4,17,117
2006-04-28,2006,4,Apr,28,5,17,118
2006-04-29,2006,4,Apr,29,6,17,119
2006-04-30,2006,4,Apr,30,0,17,120
2006-05-01,2006,5,May,1,1,18,121
2006-05-02,2006,5,May,2,2,18,122
2006-05-03,2006,5,May,3,3,18,123
2006-05-04,2006,5,May,4,4,18,124
2006-05-05,2006,5,May,5,5,18,125
2006-05-06,2006,5,May,6,6,18,126
2006-05-07,2006,5,May,7,0,18,127
2006-05-08,2006,5,May,8,1,19,128
2006-05-09,2006,5,May,9,2,19,129
2006-05-10,2006,5,May,10,3,19,130
2006-05-11,2006,5,May,11,4,19,131
2006-05-12,2006,5,May,12,5,19,132
2006-05-13,2006,5,May,13,6,19,133
2006-05-14,2006,5,May,14,0,19,134
2006-05-15,2006,5,May,15,1,20,135
2006-05-16,2006,5,May,16,2,20,136
2006-05-17,2006,5,May,17,3,20,137
2006-05-18,2006,5,May,18,4,20,138
2006-05-19,2006,5,May,19,5,20,139
2006-05-20,2006,5,May,20,6,20,140
2006-05-21,2006,5,May,21,0,20,141
2006-05-22,2006,5,May,22,1,21,142
2006-05-23,2006,5,May,23,2,21,143
2006-05-24,2006,5,May,24,3,21,144
2006-05-25,2006,5,May,25,4,21,145
2006-05-26,2006,5,May,26,5,21,146
2006-05-27,2006,5,May,27,6,21,147
2006-05-28,2006,5,May,28,0,21,148
2006-05-29,2006,5,May,29,1,22,149
2006-05-30,2006,5,May,30,2,22,150
2006-05-31,2006,5,May,31,3,22,151
2006-06-01,2006,6,Jun,1,4,22,152
2006-06-02,2006,6,Jun,2,5,22,153
2006-06-03,2006,6,Jun,3,6,22,154
2006-06-04,2006,6,Jun,4,0,22,155
2006-06-05,2006,6,Jun,5,1,23,156
2006-06-06,2006,6,Jun,6,2,23,157
2006-06-07,2006,6,Jun,7,3,23,158
2006-06-08,2006,6,Jun,8,4,23,159
2006-06-09,2006,6,Jun,9,5,23,160
2006-06-10,2006,6,Jun,10,6,23,161
2006-06-11,2006,6,Jun,11,0,23,162
2006-06-12,2006,6,Jun,12,1,24,163
2006-06-13,2006,6,Jun,13,2,24,164
2006-06-14,2006,6,Jun,14,3,24,165
2006-06-15,2006,6,Jun,15,4,24,166
2006-06-16,2006,6,Jun,16,5,24,167
2006-06-17,2006,6,Jun,17,6,24,168
2006-06-18,2006,6,Jun,18,0,24,169
2006-06-19,2006,6,Jun,19,1,25,170
2006-06-20,2006,6,Jun,20,2,25,171
2006-06-21,2006,6,Jun,21,3,25,172
2006-06-22,2006,6,Jun,22,4,25,173
2006-06-23,2006,6,Jun,23,5,25,174
2006-06-24,2006,6,Jun,24,6,25,175
2006-06-25,2006,6,Jun,25,0,25,176
2006-06-26,2006,6,Jun,26,1,26,177
2006-06-27,2006,6,Jun,27,2,26,178
2006-06-28,2006,6,Jun,28,3,26,179
2006-06-29,2006,6,Jun,29,4,26,180
2006-06-30,2006,6,Jun,30,5,26,181
2006-07-01,2006,7,Jul,1,6,26,182
2006-07-02,2006,7,Jul,2,0,26,183
2006-07-03,2006,7,Jul,3,1,27,184
2006-07-04,2006,7,Jul,4,2,27,185
2006-07-05,2006,7,Jul,5,3,27,186
2006-07-06,2006,7,Jul,6,4,27,187
2006-07-07,2006,7,Jul,7,5,27,188
2006-07-08,2006,7,Jul,8,6,27,189
2006-07-09,2006,7,Jul,9,0,27,190
2006-07-10,2006,7,Jul,10,1,28,191
2006-07-11,2006,7,Jul,11,2,28,192
2006-07-12,2006,7,Jul,12,3,28,193
2006-07-13,2006,7,Jul,13,4,28,194
2006-07-14,2006,7,Jul,14,5,28,195
2006-07-15,2006,7,Jul,15,6,28,196
2006-07-16,2006,7,Jul,16,0,28,197
2006-07-17,2006,7,Jul,17,1,29,198
2006-07-18,2006,7,Jul,18,2,29,199
2006-07-19,2006,7,Jul,19,3,29,200
2006-07-20,2006,7,Jul,20,4,29,201
2006-07-21,2006,7,Jul,21,5,29,202
2006-07-22,2006,7,Jul,22,6,29,203
2006-07-23,2006,7,Jul,23,0,29,204
2006-07-24,2006,7,Jul,24,1,30,205
2006-07-25,2006,7,Jul,25,2,30,206
2006-07-26,2006,7,Jul,26,3,30,207
2006-07-27,2006,7,Jul,27,4,30,208
2006-07-28,2006,7,Jul,28,5,30,209
2006-07-29,2006,7,Jul,29,6,30,210
2006-07-30,2006,7,Jul,30,0,30,211
2006-07-31,2006,7,Jul,31,1,31,212
2006-08-01,2006,8,Aug,1,2,31,213
2006-08-02,2006,8,Aug,2,3,31,214
2006-08-03,2006,8,Aug,3,4,31,215
2006-08-04,2006,8,Aug,4,5,31,216
2006-08-05,2006,8,Aug,5,6,31,217
2006-08-06,2006,8,Aug,6,0,31,218
2006-08-07,2006,8,Aug,7,1,32,219
2006-08-08,2006,8,Aug,8,2,32,220
2006-08-09,2006,8,Aug,9,3,32,221
2006-08-10,2006,8,Aug,10,4,32,222
2006-08-11,2006,8,Aug,11,5,32,223
2006-08-12,2006,8,Aug,12,6,32,224
2006-08-13,2006,8,Aug,13,0,32,225
2006-08-14,2006,8,Aug,14,1,33,226
2006-08-15,2006,8,Aug,15,2,33,227
2006-08-16,2006,8,Aug,16,3,33,228
2006-08-17,2006,8,Aug,17,4,33,229
2006-08-18,2006,8,Aug,18,5,33,230
2006-08-19,2006,8,Aug,19,6,33,231
2006-08-20,2006,8,Aug,20,0,33,232
2006-08-21,2006,8,Aug,21,1,34,233
2006-08-22,2006,8,Aug,22,2,34,234
2006-08-23,2006,8,Aug,23,3,34,235
2006-08-24,2006,8,Aug,24,4,34,236
2006-08-25,2006,8,Aug,25,5,34,237
2006-08-26,2006,8,Aug,26,6,34,238
2006-08-27,2006,8,Aug,27,0,34,239
2006-08-28,2006,8,Aug,28,1,35,240
2006-08-29,2006,8,Aug,29,2,35,241
2006-08-30,2006,8,Aug,30,3,35,242
2006-08-31,2006,8,Aug,31,4,35,243
2006-09-01,2006,9,Sep,1,5,35,244
2006-09-02,2006,9,Sep,2,6,35,245
2006-09-03,2006,9,Sep,3,0,35,246
2006-09-04,2006,9,Sep,4,1,36,247
2006-09-05,2006,9,Sep,5,2,36,248
2006-09-06,2006,9,Sep,6,3,36,249
2006-09-07,2006,9,Sep,7,4,36,250
2006-09-08,2006,9,Sep,8,5,36,251
2006-09-09,2006,9,Sep,9,6,36,252
2006-09-10,2006,9,Sep,10,0,36,253
2006-09-11,2006,9,Sep,11,1,37,254
2006-09-12,2006,9,Sep,12,2,37,255
2006-09-13,2006,9,Sep,13,3,37,256
2006-09-14,2006,9,Sep,14,4,37,257
2006-09-15,2006,9,Sep,15,5,37,258
2006-09-16,2006,9,Sep,16,6,37,259
2006-09-17,2006,9,Sep,17,0,37,260
2006-09-18,2006,9,Sep,18,1,38,261
2006-09-19,2006,9,Sep,19,2,38,262
2006-09-20,2006,9,Sep,20,3,38,263
2006-09-21,2006,9,Sep,21,4,38,264
2006-09-22,2006,9,Sep,22,5,38,265
2006-09-23,2006,9,Sep,23,6,38,266
2006-09-24,2006,9,Sep,24,0,38,267
2006-09-25,2006,9,Sep,25,1,39,268
2006-09-26,2006,9,Sep,26,2,39,269
2006-09-27,2006,9,Sep,27,3,39,270
2006-09-28,2006,9,Sep,28,4,39,271
2006-09-29,2006,9,Sep,29,5,39,272
2006-09-30,2006,9,Sep,30,6,39,273
2006-10-01,2006,10,Oct,1,0,39,274
2006-10-02,2006,10,Oct,2,1,40,275
2006-10-03,2006,10,Oct,3,2,40,276
2006-10-04,2006,10,Oct,4,3,40,277
2006-10-05,2006,10,Oct,5,4,40,278
2006-10-06,2006,10,Oct,6,5,40,279
2006-10-07,2006,10,Oct,7,6,40,280
2006-10-08,2006,10,Oct,8,0,40,281
2006-10-09,2006,10,Oct,9,1,41,282
2006-10-10,2006,10,Oct,10,2,41,283
2006-10-11,2006,10,Oct,11,3,41,284
2006-10-12,2006,10,Oct,12,4,41,285
2006-10-13,2006,10,Oct,13,5,41,286
2006-10-14,2006,10,Oct,14,6,41,287
2006-10-15,2006,10,Oct,15,0,41,288
2006-10-16,2006,10,Oct,16,1,42,289
2006-10-17,2006,10,Oct,17,2,42,290
2006-10-18,2006,10,Oct,18,3,42,291
2006-10-19,2006,10,Oct,19,4,42,292
2006-10-20,2006,10,Oct,20,5,42,293
2006-10-21,2006,10,Oct,21,6,42,294
2006-10-22,2006,10,Oct,22,0,42,295
2006-10-23,2006,10,Oct,23,1,43,296
2006-10-24,2006,10,Oct,24,2,43,297
2006-10-25,2006,10,Oct,25,3,43,298
2006-10-26,2006,10,Oct,26,4,43,299
2006-10-27,2006,10,Oct,27,5,43,300
2006-10-28,2006,10,Oct,28,6,43,301
2006-10-29,2006,10,Oct,29,0,43,302
2006-10-30,2006,10,Oct,30,1,44,303
2006-10-31,2006,10,Oct,31,2,44,304
2006-11-01,2006,11,Nov,1,3,44,305
2006-11-02,2006,11,Nov,2,4,44,306
2006-11-03,2006,11,Nov,3,5,44,307
2006-11-04,2006,11,Nov,4,6,44,308
2006-11-05,2006,11,Nov,5,0,44,309
2006-11-06,2006,11,Nov,6,1,45,310
2006-11-07,2006,11,Nov,7,2,45,311
2006-11-08,2006,11,Nov,8,3,45,312
2006-11-09,2006,11,Nov,9,4,45,313
2006-11-10,2006,11,Nov,10,5,45,314
2006-11-11,2006,11,Nov,11,6,45,315
2006-11-12,2006,11,Nov,12,0,45,316
2006-11-13,2006,11,Nov,13,1,46,317
2006-11-14,2006,11,Nov,14,2,46,318
2006-11-15,2006,11,Nov,15,3,46,319
2006-11-16,2006,11,Nov,16,4,46,320
2006-11-17,2006,11,Nov,17,5,46,321
2006-11-18,2006,11,Nov,18,6,46,322
2006-11-19,2006,11,Nov,19,0,46,323
2006-11-20,2006,11,Nov,20,1,47,324
2006-11-21,2006,11,Nov,21,2,47,325
2006-11-22,2006,11,Nov,22,3,47,326
2006-11-23,2006,11,Nov,23,4,47,327
2006-11-24,2006,11,Nov,24,5,47,328
2006-11-25,2006,11,Nov,25,6,47,329
2006-11-26,2006,11,Nov,26,0,47,330
2006-11-27,2006,11,Nov,27,1,48,331
2006-11-28,2006,11,Nov,28,2,48,332
2006-11-29,2006,11,Nov,29,3,48,333
2006-11-30,2006,11,Nov,30,4,48,334
2006-12-01,2006,12,Dec,1,5,48,335
2006-12-02,2006,12,Dec,2,6,48,336
2006-12-03,2006,12,Dec,3,0,48,337
2006-12-04,2006,12,Dec,4,1,49,338
2006-12-05,2006,12,Dec,5,2,49,339
2006-12-06,2006,12,Dec,6,3,49,340
2006-12-07,2006,12,Dec,7,4,49,341
2006-12-08,2006,12,Dec,8,5,49,342
2006-12-09,2006,12,Dec,9,6,49,343
2006-12-10,2006,12,Dec,10,0,49,344
2006-12-11,2006,12,Dec,11,1,50,345
2006-12-12,2006,12,Dec,12,2,50,346
2006-12-13,2006,12,Dec,13,3,50,347
2006-12-14,2006,12,Dec,14,4,50,348
2006-12-15,2006,12,Dec,15,5,50,349
2006-12-16,2006,12,Dec,16,6,50,350
2006-12-17,2006,12,Dec,17,0,50,351
2006-12-18,2006,12,Dec,18,1,51,352
2006-12-19,2006,12,Dec,19,2,51,353
2006-12-20,2006,12,Dec,20,3,51,354
2006-12-21,2006,12,Dec,21,4,51,355
2006-12-22,2006,12,Dec,22,5,51,356
2006-12-23,2006,12,Dec,23,6,51,357
2006-12-24,2006,12,Dec,24,0,51,358
2006-12-25,2006,12,Dec,25,1,52,359
2006-12-26,2006,12,Dec,26,2,52,360
2006-12-27,2006,12,Dec,27,3,52,361
2006-12-28,2006,12,Dec,28,4,52,362
2006-12-29,2006,12,Dec,29,5,52,363
2006-12-30,2006,12,Dec,30,6,52,364
2006-12-31,2006,12,Dec,31,0,52,365
2007-01-01,2007,1,Jan,1,1,1,1
2007-01-02,2007,1,Jan,2,2,1,2
2007-01-03,2007,1,Jan,3,3,1,3
2007-01-04,2007,1,Jan,4,4,1,4
2007-01-05,2007,1,Jan,5,5,1,5
2007-01-06,2007,1,Jan,6,6,1,6
2007-01-07,2007,1,Jan,7,0,1,7
2007-01-08,2007,1,Jan,8,1,2,8
2007-01-09,2007,1,Jan,9,2,2,9
2007-01-10,2007,1,Jan,10,3,2,10
2007-01-11,2007,1,Jan,11,4,2,11
2007-01-12,2007,1,Jan,12,5,2,12
2007-01-13,2007,1,Jan,13,6,2,13
2007-01-14,2007,1,Jan,14,0,2,14
2007-01-15,2007,1,Jan,15,1,3,15
2007-01-16,2007,1,Jan,16,2,3,16
2007-01-17,2007,1,Jan,17,3,3,17
2007-01-18,2007,1,Jan,18,4,3,18
2007-01-19,2007,1,Jan,19,5,3,19
2007-01-20,2007,1,Jan,20,6,3,20
2007-01-21,2007,1,Jan,21,0,3,21
2007-01-22,2007,1,Jan,22,1,4,22
2007-01-23,2007,1,Jan,23,2,4,23
2007-01-24,2007,1,Jan,24,3,4,24
2007-01-25,2007,1,Jan,25,4,4,25
2007-01-26,2007,1,Jan,26,5,4,26
2007-01-27,2007,1,Jan,27,6,4,27
2007-01-28,2007,1,Jan,28,0,4,28
2007-01-29,2007,1,Jan,29,1,5,29
2007-01-30,2007,1,Jan,30,2,5,30
2007-01-31,2007,1,Jan,31,3,5,31
2007-02-01,2007,2,Feb,1,4,5,32
2007-02-02,2007,2,Feb,2,5,5,33
2007-02-03,2007,2,Feb,3,6,5,34
2007-02-04,2007,2,Feb,4,0,5,35
2007-02-05,2007,2,Feb,5,1,6,36
2007-02-06,2007,2,Feb,6,2,6,37
2007-02-07,2007,2,Feb,7,3,6,38
2007-02-08,2007,2,Feb,8,4,6,39
2007-02-09,2007,2,Feb,9,5,6,40
2007-02-10,2007,2,Feb,10,6,6,41
2007-02-11,2007,2,Feb,11,0,6,42
2007-02-12,2007,2,Feb,12,1,7,43
2007-02-13,2007,2,Feb,13,2,7,44
2007-02-14,2007,2,Feb,14,3,7,45
2007-02-15,2007,2,Feb,15,4,7,46
2007-02-16,2007,2,Feb,16,5,7,47
2007-02-17,2007,2,Feb,17,6,7,48
2007-02-18,2007,2,Feb,18,0,7,49
2007-02-19,2007,2,Feb,19,1,8,50
2007-02-20,2007,2,Feb,20,2,8,51
2007-02-21,2007,2,Feb,21,3,8,52
2007-02-22,2007,2,Feb,22,4,8,53
2007-02-23,2007,2,Feb,23,5,8,54
2007-02-24,2007,2,Feb,24,6,8,55
2007-02-25,2007,2,Feb,25,0,8,56
2007-02-26,2007,2,Feb,26,1,9,57
2007-02-27,2007,2,Feb,27,2,9,58
2007-02-28,2007,2,Feb,28,3,9,59
2007-03-01,2007,3,Mar,1,4,9,60
2007-03-02,2007,3,Mar,2,5,9,61
2007-03-03,2007,3,Mar,3,6,9,62
2007-03-04,2007,3,Mar,4,0,9,63
2007-03-05,2007,3,Mar,5,1,10,64
2007-03-06,2007,3,Mar,6,2,10,65
2007-03-07,2007,3,Mar,7,3,10,66
2007-03-08,2007,3,Mar,8,4,10,67
2007-03-09,2007,3,Mar,9,5,10,68
